date,value
2016-11-03T13:39:59,2102.01
2016-11-03T13:50:00,2100.15
2016-11-03T13:59:59,2099.11
2016-11-03T14:10:00,2099.53
2016-11-03T14:19:59,2098.49
2016-11-03T14:30:00,2101.03
2016-11-03T14:39:59,2100.68
2016-11-03T14:50:00,2100.87
2016-11-03T15:00:00,2099.51
2016-11-03T15:09:59,2100.33
2016-11-03T15:20:00,2100.45
2016-11-03T15:29:59,2100.64
2016-11-03T15:40:00,2100.59
2016-11-03T15:49:59,2099.47
2016-11-03T16:00:00,2098.84
2016-11-03T16:09:59,2096.76
2016-11-03T16:20:00,2095.2
2016-11-03T16:30:00,2094.71
2016-11-03T16:39:59,2092.71
2016-11-03T16:50:00,2091.56
2016-11-03T16:59:59,2093.59
2016-11-03T17:10:00,2092.32
2016-11-03T17:19:59,2092.21
2016-11-03T17:30:00,2094.31
2016-11-03T17:39:59,2093.59
2016-11-03T17:50:00,2093.29
2016-11-03T18:00:00,2092.08
2016-11-03T18:09:59,2093.62
2016-11-03T18:20:00,2092.02
2016-11-03T18:29:59,2092.55
2016-11-03T18:40:00,2091.66
2016-11-03T18:49:59,2091.92
2016-11-03T19:00:00,2093.09
2016-11-03T19:09:59,2090.77
2016-11-03T19:20:00,2089.58
2016-11-03T19:30:00,2089.85
2016-11-03T19:39:59,2087.07
2016-11-03T19:50:00,2086.41
2016-11-03T19:59:59,2088.66
2016-11-04T13:39:59,2091.55
2016-11-04T13:50:00,2087.98
2016-11-04T13:59:59,2085.15
2016-11-04T14:10:00,2089.33
2016-11-04T14:19:59,2090.38
2016-11-04T14:30:00,2091.21
2016-11-04T14:39:59,2093.58
2016-11-04T14:50:00,2093.05
2016-11-04T15:00:00,2093.07
2016-11-04T15:09:59,2094.98
2016-11-04T15:20:00,2096.62
2016-11-04T15:29:59,2096.67
2016-11-04T15:40:00,2093.83
2016-11-04T15:49:59,2094.2
2016-11-04T16:00:00,2094.42
2016-11-04T16:09:59,2096.02
2016-11-04T16:20:00,2098.48
2016-11-04T16:30:00,2098.16
2016-11-04T16:39:59,2097.05
2016-11-04T16:50:00,2097.69
2016-11-04T16:59:59,2097.94
2016-11-04T17:10:00,2098.44
2016-11-04T17:19:59,2098.45
2016-11-04T17:30:00,2096.89
2016-11-04T17:39:59,2098.16
2016-11-04T17:50:00,2097.89
2016-11-04T18:00:00,2097.58
2016-11-04T18:09:59,2096.3
2016-11-04T18:20:00,2097.22
2016-11-04T18:29:59,2096.7
2016-11-04T18:40:00,2094.33
2016-11-04T18:49:59,2092.44
2016-11-04T19:00:00,2092.51
2016-11-04T19:09:59,2089.21
2016-11-04T19:20:00,2090.41
2016-11-04T19:30:00,2090.14
2016-11-04T19:39:59,2088.09
2016-11-04T19:50:00,2086.66
2016-11-04T19:59:59,2085.18
2016-11-07T14:39:59,2117.42
2016-11-07T14:50:00,2117.07
2016-11-07T15:00:00,2117.83
2016-11-07T15:09:59,2118.6
2016-11-07T15:20:00,2118.31
2016-11-07T15:29:59,2118.76
2016-11-07T15:40:00,2121.37
2016-11-07T15:49:59,2121.47
2016-11-07T16:00:00,2123.71
2016-11-07T16:09:59,2125.15
2016-11-07T16:20:00,2124.76
2016-11-07T16:30:00,2124.83
2016-11-07T16:39:59,2126.42
2016-11-07T16:50:00,2127.05
2016-11-07T16:59:59,2127.97
2016-11-07T17:10:00,2128.55
2016-11-07T17:19:59,2128.53
2016-11-07T17:30:00,2128.52
2016-11-07T17:39:59,2127.13
2016-11-07T17:50:00,2127.12
2016-11-07T18:00:00,2127.99
2016-11-07T18:09:59,2128.33
2016-11-07T18:20:00,2127.51
2016-11-07T18:29:59,2127.51
2016-11-07T18:40:00,2128.26
2016-11-07T18:49:59,2128.48
2016-11-07T19:00:00,2129.21
2016-11-07T19:09:59,2128.35
