date,value
2016-10-19T00:13:59,1.7485
2016-10-19T00:33:59,1.7502
2016-10-19T00:44:00,1.7467
2016-10-19T01:03:59,1.7467
2016-10-19T01:23:59,1.7485
2016-10-19T01:34:00,1.7467
2016-10-19T02:03:59,1.7397
2016-10-19T02:14:00,1.7432
2016-10-19T02:53:59,1.7397
2016-10-19T03:04:00,1.7414
2016-10-19T03:13:59,1.7414
2016-10-19T03:33:59,1.7414
2016-10-19T03:44:00,1.7414
2016-10-19T04:14:00,1.7414
2016-10-19T05:03:59,1.7449
2016-10-19T05:14:00,1.7467
2016-10-19T05:33:59,1.7468
2016-10-19T05:53:59,1.7468
2016-10-19T06:04:00,1.745
2016-10-19T06:13:59,1.745
2016-10-19T06:33:59,1.745
2016-10-19T06:54:00,1.7415
2016-10-19T07:23:59,1.7485
2016-10-19T07:34:00,1.745
2016-10-19T07:54:00,1.745
2016-10-19T08:03:59,1.745
2016-10-19T08:24:00,1.745
2016-10-19T08:33:59,1.745
2016-10-19T08:44:00,1.7432
2016-10-19T09:04:00,1.7432
2016-10-19T09:24:00,1.7432
2016-10-19T09:33:59,1.7432
2016-10-19T09:54:00,1.738
2016-10-19T10:03:59,1.7397
2016-10-19T10:14:00,1.7415
2016-10-19T10:34:00,1.7415
2016-10-19T10:43:59,1.7397
2016-10-19T11:03:59,1.7432
2016-10-19T11:14:00,1.7468
2016-10-19T11:33:59,1.7468
2016-10-19T11:44:00,1.7503
2016-10-19T12:04:00,1.7556
2016-10-19T12:13:59,1.7556
2016-10-19T12:33:59,1.7608
2016-10-19T12:54:00,1.7608
2016-10-19T13:03:59,1.7661
2016-10-19T13:14:00,1.7626
2016-10-19T13:34:00,1.7644
2016-10-19T13:54:00,1.7503
2016-10-19T14:03:59,1.7485
2016-10-19T14:24:00,1.7503
2016-10-19T14:33:59,1.7538
2016-10-19T14:53:59,1.7556
2016-10-19T15:04:00,1.7503
2016-10-19T15:24:00,1.7432
2016-10-19T15:33:59,1.7362
2016-10-19T15:54:00,1.7344
2016-10-19T16:03:59,1.738
2016-10-19T16:23:59,1.7397
2016-10-19T16:34:00,1.738
2016-10-19T16:54:00,1.7415
2016-10-19T17:24:00,1.7432
2016-10-19T17:33:59,1.7432
2016-10-19T17:44:00,1.7432
2016-10-19T18:04:00,1.7432
2016-10-19T18:24:00,1.7432
2016-10-19T18:33:59,1.752
2016-10-19T18:44:00,1.752
2016-10-19T19:03:59,1.752
2016-10-19T19:23:59,1.7556
2016-10-19T19:34:00,1.752
2016-10-19T19:54:00,1.752
2016-10-19T20:03:59,1.7432
2016-10-19T20:24:00,1.7432
2016-10-19T20:33:59,1.7485
2016-10-19T20:44:00,1.7468
2016-10-19T21:04:00,1.745
2016-10-19T21:13:59,1.7468
2016-10-19T23:53:59,1.7503
2016-10-20T00:04:00,1.752
2016-10-20T00:24:00,1.7503
2016-10-20T00:33:59,1.7556
2016-10-20T00:54:00,1.7573
2016-10-20T01:03:59,1.7573
2016-10-20T01:14:00,1.752
2016-10-20T01:34:00,1.752
2016-10-20T01:43:59,1.7503
2016-10-20T02:03:59,1.7503
2016-10-20T02:24:00,1.7503
2016-10-20T02:33:59,1.7485
2016-10-20T03:13:59,1.7503
2016-10-20T03:24:00,1.752
2016-10-20T03:44:00,1.7468
2016-10-20T04:03:59,1.7468
2016-10-20T04:14:00,1.7503
2016-10-20T04:23:59,1.7485
2016-10-20T05:03:59,1.752
2016-10-20T05:14:00,1.7538
2016-10-20T05:33:59,1.7539
2016-10-20T05:53:59,1.7503
2016-10-20T06:04:00,1.7503
2016-10-20T06:33:59,1.7503
2016-10-20T06:54:00,1.7503
2016-10-20T07:03:59,1.7468
2016-10-20T07:23:59,1.7468
2016-10-20T07:34:00,1.7451
2016-10-20T07:54:00,1.7486
2016-10-20T08:03:59,1.7486
2016-10-20T08:14:00,1.7521
2016-10-20T08:33:59,1.7503
2016-10-20T08:53:59,1.7503
2016-10-20T09:04:00,1.7503
2016-10-20T09:13:59,1.7503
2016-10-20T09:33:59,1.7521
2016-10-20T09:54:00,1.7539
2016-10-20T10:03:59,1.7574
2016-10-20T10:14:00,1.7574
2016-10-20T10:34:00,1.7556
2016-10-20T11:03:59,1.7556
2016-10-20T11:24:00,1.7556
2016-10-20T11:33:59,1.7556
2016-10-20T11:53:59,1.7574
2016-10-20T12:04:00,1.7503
2016-10-20T12:24:00,1.7468
2016-10-20T12:33:59,1.7521
2016-10-20T12:54:00,1.7662
2016-10-20T13:03:59,1.7503
2016-10-20T13:23:59,1.7521
2016-10-20T13:34:00,1.7257
2016-10-20T13:54:00,1.7275
2016-10-20T14:03:59,1.7345
2016-10-20T14:24:00,1.7398
2016-10-20T14:33:59,1.7433
2016-10-20T14:53:59,1.7415
2016-10-20T15:04:00,1.7398
2016-10-20T15:24:00,1.7363
2016-10-20T15:33:59,1.7415
2016-10-20T15:54:00,1.7415
2016-10-20T16:03:59,1.738
2016-10-20T16:23:59,1.7433
2016-10-20T16:34:00,1.7451
2016-10-20T16:43:59,1.7468
2016-10-20T17:03:59,1.7451
2016-10-20T17:14:00,1.7521
2016-10-20T17:33:59,1.7503
2016-10-20T17:53:59,1.7486
2016-10-20T18:04:00,1.7468
2016-10-20T18:24:00,1.7468
2016-10-20T18:33:59,1.7486
2016-10-20T18:44:00,1.7503
2016-10-20T19:03:59,1.7468
2016-10-20T19:14:00,1.7539
2016-10-20T19:34:00,1.7521
2016-10-20T19:43:59,1.7521
2016-10-20T20:03:59,1.7486
2016-10-20T20:14:00,1.7521
2016-10-20T20:24:00,1.7539
2016-10-20T20:44:00,1.7556
2016-10-20T21:04:00,1.7574
2016-10-20T21:13:59,1.7556
2016-10-20T23:53:59,1.7556
2016-10-21T00:04:00,1.7591
2016-10-21T00:13:59,1.7556
2016-10-21T00:24:00,1.7574
2016-10-21T00:44:00,1.7556
2016-10-21T00:54:00,1.7574
2016-10-21T01:14:00,1.7556
2016-10-21T01:23:59,1.7556
2016-10-21T01:43:59,1.7521
2016-10-21T02:03:59,1.7521
2016-10-21T02:14:00,1.7539
2016-10-21T02:44:00,1.7556
2016-10-21T02:53:59,1.7539
2016-10-21T03:13:59,1.7521
2016-10-21T03:33:59,1.7521
2016-10-21T03:44:00,1.7486
2016-10-21T04:03:59,1.7468
2016-10-21T04:14:00,1.7503
2016-10-21T04:23:59,1.7486
2016-10-21T04:43:59,1.747
2016-10-21T05:03:59,1.747
2016-10-21T05:14:00,1.747
2016-10-21T05:33:59,1.7452
2016-10-21T05:53:59,1.747
2016-10-21T06:13:59,1.747
2016-10-21T06:33:59,1.747
2016-10-21T06:44:00,1.7505
2016-10-21T07:03:59,1.7488
2016-10-21T07:23:59,1.7505
2016-10-21T07:34:00,1.7488
2016-10-21T07:43:59,1.747
2016-10-21T08:03:59,1.747
2016-10-21T08:14:00,1.747
2016-10-21T08:33:59,1.7452
2016-10-21T08:44:00,1.7452
2016-10-21T09:04:00,1.7417
2016-10-21T09:24:00,1.747
2016-10-21T09:33:59,1.747
2016-10-21T09:54:00,1.7505
2016-10-21T10:03:59,1.7541
2016-10-21T10:23:59,1.7523
2016-10-21T10:34:00,1.7541
2016-10-21T10:43:59,1.7576
2016-10-21T11:03:59,1.7505
2016-10-21T11:24:00,1.7505
2016-10-21T11:33:59,1.7488
2016-10-21T11:44:00,1.7541
2016-10-21T12:04:00,1.7523
2016-10-21T12:24:00,1.7523
2016-10-21T12:33:59,1.747
2016-10-21T12:54:00,1.7435
2016-10-21T13:03:59,1.7382
2016-10-21T13:14:00,1.7347
2016-10-21T13:34:00,1.7364
2016-10-21T13:54:00,1.7347
2016-10-21T14:03:59,1.7347
2016-10-21T14:14:00,1.7347
2016-10-21T14:33:59,1.7435
2016-10-21T14:53:59,1.7435
2016-10-21T15:04:00,1.74
2016-10-21T15:24:00,1.7435
2016-10-21T15:33:59,1.7435
2016-10-21T15:44:00,1.7452
2016-10-21T16:03:59,1.7488
2016-10-21T16:23:59,1.7558
2016-10-21T16:43:59,1.7523
2016-10-21T16:54:00,1.7488
2016-10-21T17:14:00,1.747
2016-10-21T17:33:59,1.7452
2016-10-21T17:53:59,1.7452
2016-10-21T18:04:00,1.7435
2016-10-21T18:13:59,1.7417
2016-10-21T18:33:59,1.74
2016-10-21T18:54:00,1.7417
2016-10-21T19:03:59,1.74
2016-10-21T19:14:00,1.74
2016-10-21T19:34:00,1.7347
2016-10-21T19:43:59,1.7347
2016-10-21T20:03:59,1.7364
2016-10-21T20:14:00,1.7364
2016-10-21T20:24:00,1.7364
2016-10-24T00:13:59,1.7417
2016-10-24T00:33:59,1.74
2016-10-24T00:54:00,1.7382
2016-10-24T01:03:59,1.7364
2016-10-24T01:14:00,1.7382
2016-10-24T01:34:00,1.74
2016-10-24T01:54:00,1.7347
2016-10-24T02:14:00,1.7312
2016-10-24T02:33:59,1.7329
2016-10-24T03:04:00,1.7329
2016-10-24T03:24:00,1.7347
2016-10-24T03:44:00,1.7347
2016-10-24T03:54:00,1.7347
2016-10-24T04:14:00,1.7364
2016-10-24T04:34:00,1.7364
2016-10-24T04:54:00,1.7364
2016-10-24T05:14:00,1.7383
2016-10-24T05:33:59,1.7295
2016-10-24T05:44:00,1.733
2016-10-24T06:04:00,1.7295
2016-10-24T06:24:00,1.7295
2016-10-24T06:33:59,1.7259
2016-10-24T06:44:00,1.7277
2016-10-24T07:03:59,1.7277
2016-10-24T07:23:59,1.7295
2016-10-24T07:34:00,1.7295
2016-10-24T07:43:59,1.733
2016-10-24T08:03:59,1.7347
2016-10-24T08:24:00,1.7365
2016-10-24T08:33:59,1.733
2016-10-24T08:44:00,1.7295
2016-10-24T09:04:00,1.7259
2016-10-24T09:13:59,1.7259
2016-10-24T09:33:59,1.7259
2016-10-24T09:54:00,1.7277
2016-10-24T10:03:59,1.7295
2016-10-24T10:23:59,1.7277
2016-10-24T10:34:00,1.7295
2016-10-24T10:43:59,1.7295
2016-10-24T10:54:00,1.7277
2016-10-24T11:14:00,1.7312
2016-10-24T11:33:59,1.733
2016-10-24T11:44:00,1.7383
2016-10-24T12:04:00,1.733
2016-10-24T12:24:00,1.7365
2016-10-24T12:33:59,1.74
2016-10-24T12:54:00,1.7277
2016-10-24T13:03:59,1.7277
2016-10-24T13:23:59,1.733
2016-10-24T13:34:00,1.7347
2016-10-24T13:54:00,1.74
2016-10-24T14:03:59,1.7506
2016-10-24T14:24:00,1.7577
2016-10-24T14:33:59,1.7629
2016-10-24T14:44:00,1.7647
2016-10-24T15:04:00,1.7718
2016-10-24T15:24:00,1.77
2016-10-24T15:33:59,1.77
2016-10-24T15:44:00,1.77
2016-10-24T16:03:59,1.7665
2016-10-24T16:14:00,1.7665
2016-10-24T16:34:00,1.7647
2016-10-24T16:54:00,1.7647
2016-10-24T17:03:59,1.7647
2016-10-24T17:24:00,1.77
2016-10-24T17:33:59,1.7682
2016-10-24T17:44:00,1.77
2016-10-24T18:04:00,1.7735
2016-10-24T18:13:59,1.77
2016-10-24T18:54:00,1.7682
2016-10-24T19:03:59,1.7629
2016-10-24T19:14:00,1.7629
2016-10-24T19:23:59,1.7647
2016-10-24T19:54:00,1.7647
2016-10-24T20:03:59,1.7629
2016-10-24T20:14:00,1.7629
2016-10-24T20:24:00,1.7647
2016-10-24T20:33:59,1.7665
2016-10-24T21:04:00,1.7665
2016-10-24T21:13:59,1.7665
2016-10-24T23:53:59,1.7647
2016-10-25T00:13:59,1.7682
2016-10-25T00:24:00,1.7665
2016-10-25T00:44:00,1.7682
2016-10-25T00:54:00,1.7665
2016-10-25T01:14:00,1.7682
2016-10-25T01:34:00,1.7647
2016-10-25T01:43:59,1.7647
2016-10-25T02:03:59,1.7629
2016-10-25T02:14:00,1.7665
2016-10-25T02:33:59,1.7647
2016-10-25T03:13:59,1.7647
2016-10-25T03:44:00,1.7629
2016-10-25T04:23:59,1.7629
2016-10-25T05:03:59,1.7612
2016-10-25T05:14:00,1.763
2016-10-25T05:33:59,1.7648
2016-10-25T05:53:59,1.7612
2016-10-25T06:04:00,1.763
2016-10-25T06:13:59,1.763
2016-10-25T06:33:59,1.763
