date,value
2016-11-02T00:09:59,19.183
2016-11-02T00:29:59,19.188
2016-11-02T00:40:00,19.195
2016-11-02T01:00:00,19.19
2016-11-02T01:09:59,19.194
2016-11-02T01:20:00,19.199
2016-11-02T01:39:59,19.227
2016-11-02T01:50:00,19.231
2016-11-02T02:10:00,19.237
2016-11-02T02:19:59,19.305
2016-11-02T02:30:00,19.303
2016-11-02T02:39:59,19.298
2016-11-02T02:50:00,19.307
2016-11-02T03:00:00,19.3147
2016-11-02T03:09:59,19.324
2016-11-02T03:20:00,19.331
2016-11-02T03:29:59,19.331
2016-11-02T03:40:00,19.315
2016-11-02T03:49:59,19.317
2016-11-02T04:00:00,19.323
2016-11-02T04:20:00,19.313
2016-11-02T04:30:00,19.325
2016-11-02T04:50:00,19.315
2016-11-02T04:59:59,19.322
2016-11-02T05:10:00,19.311
2016-11-02T05:19:59,19.319
2016-11-02T05:39:59,19.313
2016-11-02T05:50:00,19.313
2016-11-02T06:00:00,19.297
2016-11-02T06:20:00,19.3037
2016-11-02T06:29:59,19.307
2016-11-02T06:40:00,19.304
2016-11-02T06:49:59,19.309
2016-11-02T07:00:00,19.314
2016-11-02T07:09:59,19.308
2016-11-02T07:20:00,19.312
2016-11-02T07:30:00,19.2976
2016-11-02T07:50:00,19.2602
2016-11-02T08:10:00,19.2821
2016-11-02T08:19:59,19.2698
2016-11-02T08:39:59,19.304
2016-11-02T08:50:00,19.3232
2016-11-02T09:09:59,19.279
2016-11-02T09:29:59,19.3088
2016-11-02T09:40:00,19.341
2016-11-02T09:49:59,19.3604
2016-11-02T10:09:59,19.396
2016-11-02T10:20:00,19.362
2016-11-02T10:39:59,19.36
2016-11-02T10:50:00,19.3814
2016-11-02T11:10:00,19.3368
2016-11-02T11:19:59,19.378
2016-11-02T11:39:59,19.352
2016-11-02T11:50:00,19.3318
2016-11-02T12:00:00,19.3264
2016-11-02T12:20:00,19.321
2016-11-02T12:29:59,19.3102
2016-11-02T12:40:00,19.286
2016-11-02T12:49:59,19.3129
2016-11-02T13:00:00,19.3293
2016-11-02T13:09:59,19.35
2016-11-02T13:30:00,19.356
2016-11-02T13:39:59,19.3711
2016-11-02T13:50:00,19.339
2016-11-02T13:59:59,19.334
2016-11-02T14:10:00,19.339
2016-11-02T14:19:59,19.352
2016-11-02T14:30:00,19.348
2016-11-02T14:39:59,19.386
2016-11-02T14:50:00,19.383
2016-11-02T15:09:59,19.368
2016-11-02T15:20:00,19.346
2016-11-02T15:29:59,19.3448
2016-11-02T15:40:00,19.383
2016-11-02T15:49:59,19.367
2016-11-02T16:09:59,19.386
2016-11-02T16:20:00,19.3242
2016-11-02T16:39:59,19.3186
2016-11-02T16:50:00,19.3262
2016-11-02T16:59:59,19.332
2016-11-02T17:10:00,19.3401
2016-11-02T17:19:59,19.3812
2016-11-02T17:39:59,19.398
2016-11-02T17:50:00,19.393
2016-11-02T18:00:00,19.388
2016-11-02T18:09:59,19.453
2016-11-02T18:20:00,19.402
2016-11-02T18:40:00,19.393
2016-11-02T18:49:59,19.3962
2016-11-02T19:00:00,19.424
2016-11-02T19:09:59,19.38
2016-11-02T19:20:00,19.412
2016-11-02T19:30:00,19.369
2016-11-02T19:50:00,19.366
2016-11-02T19:59:59,19.364
2016-11-02T20:10:00,19.371
2016-11-02T20:19:59,19.373
2016-11-02T20:30:00,19.373
2016-11-02T20:39:59,19.386
2016-11-02T20:50:00,19.366
2016-11-02T21:00:00,19.362
2016-11-02T21:09:59,19.365
2016-11-02T21:29:59,19.339
2016-11-02T21:40:00,19.339
2016-11-02T22:09:59,19.35
2016-11-02T22:20:00,19.355
2016-11-02T22:39:59,19.372
2016-11-02T22:50:00,19.367
2016-11-02T22:59:59,19.371
2016-11-02T23:10:00,19.373
2016-11-02T23:19:59,19.375
2016-11-02T23:39:59,19.349
2016-11-02T23:50:00,19.349
2016-11-02T23:59:00,19.342
2016-11-03T00:09:59,19.313
2016-11-03T00:20:00,19.307
2016-11-03T00:40:00,19.284
2016-11-03T00:49:59,19.278
2016-11-03T01:00:00,19.278
2016-11-03T01:09:59,19.276
2016-11-03T01:20:00,19.278
2016-11-03T01:39:59,19.2845
2016-11-03T01:50:00,19.288
2016-11-03T02:10:00,19.294
2016-11-03T02:19:59,19.302
2016-11-03T02:39:59,19.329
2016-11-03T02:50:00,19.324
2016-11-03T03:09:59,19.447
2016-11-03T03:20:00,19.447
2016-11-03T03:40:00,19.5
2016-11-03T03:49:59,19.47
2016-11-03T04:09:59,19.505
2016-11-03T04:20:00,19.504
2016-11-03T04:39:59,19.457
2016-11-03T04:50:00,19.477
2016-11-03T05:10:00,19.464
2016-11-03T05:19:59,19.462
2016-11-03T05:30:00,19.453
2016-11-03T05:39:59,19.427
2016-11-03T05:50:00,19.431
2016-11-03T06:09:59,19.446
2016-11-03T06:29:59,19.419
2016-11-03T06:40:00,19.417
2016-11-03T06:49:59,19.4302
2016-11-03T07:09:59,19.488
2016-11-03T07:30:00,19.492
2016-11-03T07:50:00,19.5384
2016-11-03T07:59:59,19.5302
2016-11-03T08:10:00,19.503
2016-11-03T08:30:00,19.478
2016-11-03T08:39:59,19.4744
2016-11-03T08:50:00,19.435
2016-11-03T09:00:00,19.4438
2016-11-03T09:20:00,19.429
2016-11-03T09:29:59,19.3922
2016-11-03T09:40:00,19.3723
2016-11-03T09:49:59,19.3906
2016-11-03T10:09:59,19.379
2016-11-03T10:20:00,19.388
2016-11-03T10:39:59,19.357
2016-11-03T10:50:00,19.338
2016-11-03T11:10:00,19.3385
2016-11-03T11:19:59,19.2757
2016-11-03T11:39:59,19.272
2016-11-03T11:50:00,19.261
2016-11-03T12:00:00,19.257
2016-11-03T12:09:59,19.3122
2016-11-03T12:20:00,19.328
2016-11-03T12:40:00,19.316
2016-11-03T13:00:00,19.32
2016-11-03T13:09:59,19.2805
2016-11-03T13:20:00,19.304
2016-11-03T13:39:59,19.324
2016-11-03T13:50:00,19.2867
2016-11-03T14:10:00,19.2812
2016-11-03T14:19:59,19.2733
2016-11-03T14:39:59,19.2023
2016-11-03T14:50:00,19.2027
2016-11-03T15:00:00,19.2428
2016-11-03T15:20:00,19.242
2016-11-03T15:40:00,19.224
2016-11-03T15:49:59,19.187
2016-11-03T16:09:59,19.219
2016-11-03T16:20:00,19.219
2016-11-03T16:39:59,19.207
